Nombre;Provincia;Plato Típico
Benquerencia;Cáceres;Perdiz al modo de Alcántara
Pedroso de Acim;Cáceres;Perdiz al modo de Alcántara
Campillo de Deleitosa;Cáceres;Perdiz al modo de Alcántara
Jerez de la Frontera;Cádiz;Pescaito Frito
Algeciras;Cádiz;Pescaito Frito
Cádiz;Cádiz;Pescaito Frito
San Fernando;Cádiz;Pescaito Frito
Puerto de Santa María, El;Cádiz;Pescaito Frito
Chiclana de la Frontera;Cádiz;Pescaito Frito
Sanlúcar de Barrameda;Cádiz;Pescaito Frito
Línea de la Concepción, La;Cádiz;Pescaito Frito
Puerto Real;Cádiz;Pescaito Frito
San Roque;Cádiz;Pescaito Frito
Arcos de la Frontera;Cádiz;Pescaito Frito
Rota;Cádiz;Pescaito Frito
Barrios, Los;Cádiz;Pescaito Frito
Conil de la Frontera;Cádiz;Pescaito Frito
Barbate;Cádiz;Pescaito Frito
Chipiona;Cádiz;Pescaito Frito
Tarifa;Cádiz;Pescaito Frito
Ubrique;Cádiz;Pescaito Frito
Vejer de la Frontera;Cádiz;Pescaito Frito
Villamartín;Cádiz;Pescaito Frito
Medina Sidonia;Cádiz;Pescaito Frito
Olvera;Cádiz;Pescaito Frito
Bornos;Cádiz;Pescaito Frito
Trebujena;Cádiz;Pescaito Frito
Jimena de la Frontera;Cádiz;Pescaito Frito
Puerto Serrano;Cádiz;Pescaito Frito
Benalup-Casas Viejas;Cádiz;Pescaito Frito
Prado del Rey;Cádiz;Pescaito Frito
Algodonales;Cádiz;Pescaito Frito
Paterna de Rivera;Cádiz;Pescaito Frito
Alcalá de los Gazules;Cádiz;Pescaito Frito
Alcalá del Valle;Cádiz;Pescaito Frito
San José del Valle;Cádiz;Pescaito Frito
Espera;Cádiz;Pescaito Frito
Castellar de la Frontera;Cádiz;Pescaito Frito
Setenil de las Bodegas;Cádiz;Pescaito Frito
San Martín del Tesorillo;Cádiz;Pescaito Frito
Bosque, El;Cádiz;Pescaito Frito
Grazalema;Cádiz;Pescaito Frito
Gastor, El;Cádiz;Pescaito Frito
Algar;Cádiz;Pescaito Frito
Zahara;Cádiz;Pescaito Frito
Torre Alháquime;Cádiz;Pescaito Frito
Benaocaz;Cádiz;Pescaito Frito
Villaluenga del Rosario;Cádiz;Pescaito Frito
Santander;Cantabria;Cocido montañes
Torrelavega;Cantabria;Cocido montañes
Castro-Urdiales;Cantabria;Cocido montañes
Camargo;Cantabria;Cocido montañes
Piélagos;Cantabria;Cocido montañes
Astillero, El;Cantabria;Cocido montañes
Santa Cruz de Bezana;Cantabria;Cocido montañes
Laredo;Cantabria;Cocido montañes
Santoña;Cantabria;Cocido montañes
Corrales de Buelna, Los;Cantabria;Cocido montañes
Santa María de Cayón;Cantabria;Cocido montañes
Reinosa;Cantabria;Cocido montañes
Suances;Cantabria;Cocido montañes
Colindres;Cantabria;Cocido montañes
Reocín;Cantabria;Cocido montañes
Cabezón de la Sal;Cantabria;Cocido montañes
Medio Cudeyo;Cantabria;Cocido montañes
Polanco;Cantabria;Cocido montañes
Cartes;Cantabria;Cocido montañes
Entrambasaguas;Cantabria;Cocido montañes
Marina de Cudeyo;Cantabria;Cocido montañes
Miengo;Cantabria;Cocido montañes
Ribamontán al Mar;Cantabria;Cocido montañes
Ampuero;Cantabria;Cocido montañes
Bárcena de Cicero;Cantabria;Cocido montañes
Santillana del Mar;Cantabria;Cocido montañes
San Vicente de la Barquera;Cantabria;Cocido montañes
Villaescusa;Cantabria;Cocido montañes
Campoo de Enmedio;Cantabria;Cocido montañes
Castañeda;Cantabria;Cocido montañes
Ramales de la Victoria;Cantabria;Cocido montañes
Puente Viesgo;Cantabria;Cocido montañes
Val de San Vicente;Cantabria;Cocido montañes
Voto;Cantabria;Cocido montañes
Noja;Cantabria;Cocido montañes
Alfoz de Lloredo;Cantabria;Cocido montañes
Liérganes;Cantabria;Cocido montañes
San Felices de Buelna;Cantabria;Cocido montañes
Guriezo;Cantabria;Cocido montañes
Ribamontán al Monte;Cantabria;Cocido montañes
Valdáliga;Cantabria;Cocido montañes
Penagos;Cantabria;Cocido montañes
Comillas;Cantabria;Cocido montañes
Mazcuerras;Cantabria;Cocido montañes
Arnuero;Cantabria;Cocido montañes
Corvera de Toranzo;Cantabria;Cocido montañes
Meruelo;Cantabria;Cocido montañes
Bareyo;Cantabria;Cocido montañes
Selaya;Cantabria;Cocido montañes
Limpias;Cantabria;Cocido montañes
Argoños;Cantabria;Cocido montañes
Arenas de Iguña;Cantabria;Cocido montañes
Santiurde de Toranzo;Cantabria;Cocido montañes
Villacarriedo;Cantabria;Cocido montañes
Hermandad de Campoo de Suso;Cantabria;Cocido montañes
Riotuerto;Cantabria;Cocido montañes
Hazas de Cesto;Cantabria;Cocido montañes
Molledo;Cantabria;Cocido montañes
Potes;Cantabria;Cocido montañes
Cillorigo de Liébana;Cantabria;Cocido montañes
Liendo;Cantabria;Cocido montañes
Soba;Cantabria;Cocido montañes
Rionansa;Cantabria;Cocido montañes
Solórzano;Cantabria;Cocido montañes
Ruente;Cantabria;Cocido montañes
Villafufre;Cantabria;Cocido montañes
Cabuérniga;Cantabria;Cocido montañes
Valderredible;Cantabria;Cocido montañes
Valdeolea;Cantabria;Cocido montañes
Camaleño;Cantabria;Cocido montañes
Udías;Cantabria;Cocido montañes
Rasines;Cantabria;Cocido montañes
Ruesga;Cantabria;Cocido montañes
Escalante;Cantabria;Cocido montañes
Vega de Pas;Cantabria;Cocido montañes
Ruiloba;Cantabria;Cocido montañes
Vega de Liébana;Cantabria;Cocido montañes
Bárcena de Pie de Concha;Cantabria;Cocido montañes
Campoo de Yuso;Cantabria;Cocido montañes
Cabezón de Liébana;Cantabria;Cocido montañes
Herrerías;Cantabria;Cocido montañes
Luena;Cantabria;Cocido montañes
Cieza;Cantabria;Cocido montañes
San Pedro del Romeral;Cantabria;Cocido montañes
Saro;Cantabria;Cocido montañes
Arredondo;Cantabria;Cocido montañes
Tojos, Los;Cantabria;Cocido montañes
Miera;Cantabria;Cocido montañes
San Roque de Riomiera;Cantabria;Cocido montañes
Valdeprado del Río;Cantabria;Cocido montañes
Peñarrubia;Cantabria;Cocido montañes
Pesaguero;Cantabria;Cocido montañes
Valle de Villaverde;Cantabria;Cocido montañes
Lamasón;Cantabria;Cocido montañes
Anievas;Cantabria;Cocido montañes
Rozas de Valdearroyo, Las;Cantabria;Cocido montañes
Santiurde de Reinosa;Cantabria;Cocido montañes
Polaciones;Cantabria;Cocido montañes
Tudanca;Cantabria;Cocido montañes
San Miguel de Aguayo;Cantabria;Cocido montañes
Pesquera;Cantabria;Cocido montañes
Tresviso;Cantabria;Cocido montañes
Castellón de la Plana/Castelló de la Plana;Castellón/Castelló;Arrosejat
Vila-real;Castellón/Castelló;Arrosejat
Borriana/Burriana;Castellón/Castelló;Arrosejat
Vall d'Uixó, la;Castellón/Castelló;Arrosejat
Vinaròs;Castellón/Castelló;Arrosejat
Benicarló;Castellón/Castelló;Arrosejat
Almassora;Castellón/Castelló;Arrosejat
Onda;Castellón/Castelló;Arrosejat
Benicasim/Benicàssim;Castellón/Castelló;Arrosejat
Nules;Castellón/Castelló;Arrosejat
Alcora, l';Castellón/Castelló;Arrosejat
Oropesa del Mar/Orpesa;Castellón/Castelló;Arrosejat
Segorbe;Castellón/Castelló;Arrosejat
Peníscola/Peñíscola;Castellón/Castelló;Arrosejat
Alcalà de Xivert;Castellón/Castelló;Arrosejat
Moncofa;Castellón/Castelló;Arrosejat
Almenara;Castellón/Castelló;Arrosejat
Betxí;Castellón/Castelló;Arrosejat
Torreblanca;Castellón/Castelló;Arrosejat
Borriol;Castellón/Castelló;Arrosejat
Alqueries, les/Alquerías del Niño Perdido;Castellón/Castelló;Arrosejat
Altura;Castellón/Castelló;Arrosejat
Sant Joan de Moró;Castellón/Castelló;Arrosejat
Vilavella, la;Castellón/Castelló;Arrosejat
Cabanes;Castellón/Castelló;Arrosejat
Vall d'Alba;Castellón/Castelló;Arrosejat
Chilches/Xilxes;Castellón/Castelló;Arrosejat
Morella;Castellón/Castelló;Arrosejat
Vilafranca/Villafranca del Cid;Castellón/Castelló;Arrosejat
Sant Mateu;Castellón/Castelló;Arrosejat
Càlig;Castellón/Castelló;Arrosejat
Artana;Castellón/Castelló;Arrosejat
Vilafamés;Castellón/Castelló;Arrosejat
Coves de Vinromà, les;Castellón/Castelló;Arrosejat
Jérica;Castellón/Castelló;Arrosejat
Viver;Castellón/Castelló;Arrosejat
Soneja;Castellón/Castelló;Arrosejat
Traiguera;Castellón/Castelló;Arrosejat
Llucena/Lucena del Cid;Castellón/Castelló;Arrosejat
Atzeneta del Maestrat;Castellón/Castelló;Arrosejat
Albocàsser;Castellón/Castelló;Arrosejat
Pobla Tornesa, la;Castellón/Castelló;Arrosejat
Ribesalbes;Castellón/Castelló;Arrosejat
Benassal;Castellón/Castelló;Arrosejat
Benlloc;Castellón/Castelló;Arrosejat
Sierra Engarcerán;Castellón/Castelló;Arrosejat
Sant Jordi/San Jorge;Castellón/Castelló;Arrosejat
Useras/Useres, les;Castellón/Castelló;Arrosejat
Llosa, la;Castellón/Castelló;Arrosejat
Rossell;Castellón/Castelló;Arrosejat
Castellnovo;Castellón/Castelló;Arrosejat
Alfondeguilla;Castellón/Castelló;Arrosejat
Tales;Castellón/Castelló;Arrosejat
Santa Magdalena de Pulpis;Castellón/Castelló;Arrosejat
Eslida;Castellón/Castelló;Arrosejat
Catí;Castellón/Castelló;Arrosejat
Navajas;Castellón/Castelló;Arrosejat
Salzadella, la;Castellón/Castelló;Arrosejat
Xert;Castellón/Castelló;Arrosejat
Jana, la;Castellón/Castelló;Arrosejat
Canet lo Roig;Castellón/Castelló;Arrosejat
Caudiel;Castellón/Castelló;Arrosejat
Geldo;Castellón/Castelló;Arrosejat
Vilanova d'Alcolea;Castellón/Castelló;Arrosejat
Cervera del Maestre;Castellón/Castelló;Arrosejat
Montanejos;Castellón/Castelló;Arrosejat
Sueras/Suera;Castellón/Castelló;Arrosejat
Costur;Castellón/Castelló;Arrosejat
Figueroles;Castellón/Castelló;Arrosejat
Culla;Castellón/Castelló;Arrosejat
Villahermosa del Río;Castellón/Castelló;Arrosejat
San Rafael del Río;Castellón/Castelló;Arrosejat
Forcall;Castellón/Castelló;Arrosejat
Tírig;Castellón/Castelló;Arrosejat
Sot de Ferrer;Castellón/Castelló;Arrosejat
Cinctorres;Castellón/Castelló;Arrosejat
Bejís;Castellón/Castelló;Arrosejat
Montán;Castellón/Castelló;Arrosejat
Vistabella del Maestrat;Castellón/Castelló;Arrosejat
Cortes de Arenoso;Castellón/Castelló;Arrosejat
Azuébar;Castellón/Castelló;Arrosejat
Chóvar;Castellón/Castelló;Arrosejat
Vall de Almonacid;Castellón/Castelló;Arrosejat
Fanzara;Castellón/Castelló;Arrosejat
Algimia de Almonacid;Castellón/Castelló;Arrosejat
Toro, El;Castellón/Castelló;Arrosejat
Almedíjar;Castellón/Castelló;Arrosejat
Teresa;Castellón/Castelló;Arrosejat
Torás;Castellón/Castelló;Arrosejat
Pobla de Benifassà, la;Castellón/Castelló;Arrosejat
Cirat;Castellón/Castelló;Arrosejat
Portell de Morella;Castellón/Castelló;Arrosejat
Alcudia de Veo;Castellón/Castelló;Arrosejat
Gaibiel;Castellón/Castelló;Arrosejat
Ares del Maestrat;Castellón/Castelló;Arrosejat
Castellfort;Castellón/Castelló;Arrosejat
Torre d'en Doménec, la;Castellón/Castelló;Arrosejat
Zucaina;Castellón/Castelló;Arrosejat
Vilar de Canes;Castellón/Castelló;Arrosejat
Mata de Morella, la;Castellón/Castelló;Arrosejat
Barracas;Castellón/Castelló;Arrosejat
Ayódar;Castellón/Castelló;Arrosejat
Puebla de Arenoso;Castellón/Castelló;Arrosejat
Torre d'En Besora, la;Castellón/Castelló;Arrosejat
Todolella;Castellón/Castelló;Arrosejat
Benafer;Castellón/Castelló;Arrosejat
Arañuel;Castellón/Castelló;Arrosejat
Benafigos;Castellón/Castelló;Arrosejat
Ludiente;Castellón/Castelló;Arrosejat
Aín;Castellón/Castelló;Arrosejat
Olocau del Rey;Castellón/Castelló;Arrosejat
Argelita;Castellón/Castelló;Arrosejat
Zorita del Maestrazgo;Castellón/Castelló;Arrosejat
Chodos/Xodos;Castellón/Castelló;Arrosejat
Pina de Montalgrao;Castellón/Castelló;Arrosejat
Castillo de Villamalefa;Castellón/Castelló;Arrosejat
Serratella, la;Castellón/Castelló;Arrosejat
Toga;Castellón/Castelló;Arrosejat
Fuentes de Ayódar;Castellón/Castelló;Arrosejat
Matet;Castellón/Castelló;Arrosejat
Torrechiva;Castellón/Castelló;Arrosejat
Espadilla;Castellón/Castelló;Arrosejat
Torralba del Pinar;Castellón/Castelló;Arrosejat
Vallibona;Castellón/Castelló;Arrosejat
Sacañet;Castellón/Castelló;Arrosejat
Villamalur;Castellón/Castelló;Arrosejat
Pavías;Castellón/Castelló;Arrosejat
Villanueva de Viver;Castellón/Castelló;Arrosejat
Higueras;Castellón/Castelló;Arrosejat
Fuente la Reina;Castellón/Castelló;Arrosejat
Vallat;Castellón/Castelló;Arrosejat
Herbés;Castellón/Castelló;Arrosejat
Villores;Castellón/Castelló;Arrosejat
Palanques;Castellón/Castelló;Arrosejat
Castell de Cabres;Castellón/Castelló;Arrosejat
Ceuta;Ceuta;Corazones de pollo
Ciudad Real;Ciudad Real;Migas manchegas
Puertollano;Ciudad Real;Migas manchegas
Tomelloso;Ciudad Real;Migas manchegas
Alcázar de San Juan;Ciudad Real;Migas manchegas
Valdepeñas;Ciudad Real;Migas manchegas
Manzanares;Ciudad Real;Migas manchegas
Daimiel;Ciudad Real;Migas manchegas
Solana, La;Ciudad Real;Migas manchegas
Miguelturra;Ciudad Real;Migas manchegas
Campo de Criptana;Ciudad Real;Migas manchegas
Socuéllamos;Ciudad Real;Migas manchegas
Bolaños de Calatrava;Ciudad Real;Migas manchegas
Villarrubia de los Ojos;Ciudad Real;Migas manchegas
Almagro;Ciudad Real;Migas manchegas
Herencia;Ciudad Real;Migas manchegas
Malagón;Ciudad Real;Migas manchegas
Pedro Muñoz;Ciudad Real;Migas manchegas
Argamasilla de Alba;Ciudad Real;Migas manchegas
Almodóvar del Campo;Ciudad Real;Migas manchegas
Membrilla;Ciudad Real;Migas manchegas
Argamasilla de Calatrava;Ciudad Real;Migas manchegas
Almadén;Ciudad Real;Migas manchegas
Moral de Calatrava;Ciudad Real;Migas manchegas
Villanueva de los Infantes;Ciudad Real;Migas manchegas
Piedrabuena;Ciudad Real;Migas manchegas
Santa Cruz de Mudela;Ciudad Real;Migas manchegas
Calzada de Calatrava;Ciudad Real;Migas manchegas
Pozuelo de Calatrava;Ciudad Real;Migas manchegas
Porzuna;Ciudad Real;Migas manchegas
Fuente el Fresno;Ciudad Real;Migas manchegas
Carrión de Calatrava;Ciudad Real;Migas manchegas
Torralba de Calatrava;Ciudad Real;Migas manchegas
Villarta de San Juan;Ciudad Real;Migas manchegas
Torrenueva;Ciudad Real;Migas manchegas
Poblete;Ciudad Real;Migas manchegas
Viso del Marqués;Ciudad Real;Migas manchegas
Villanueva de la Fuente;Ciudad Real;Migas manchegas
Castellar de Santiago;Ciudad Real;Migas manchegas
Villahermosa;Ciudad Real;Migas manchegas
Chillón;Ciudad Real;Migas manchegas
Agudo;Ciudad Real;Migas manchegas
Aldea del Rey;Ciudad Real;Migas manchegas
Alcolea de Calatrava;Ciudad Real;Migas manchegas
Abenójar;Ciudad Real;Migas manchegas
Montiel;Ciudad Real;Migas manchegas
Carrizosa;Ciudad Real;Migas manchegas
Puebla de Don Rodrigo;Ciudad Real;Migas manchegas
Albaladejo;Ciudad Real;Migas manchegas
Villamanrique;Ciudad Real;Migas manchegas
Corral de Calatrava;Ciudad Real;Migas manchegas
San Carlos del Valle;Ciudad Real;Migas manchegas
Robledo, El;Ciudad Real;Migas manchegas
Fuencaliente;Ciudad Real;Migas manchegas
Arenas de San Juan;Ciudad Real;Migas manchegas
Brazatortas;Ciudad Real;Migas manchegas
Alhambra;Ciudad Real;Migas manchegas
Fernán Caballero;Ciudad Real;Migas manchegas
Torre de Juan Abad;Ciudad Real;Migas manchegas
Cózar;Ciudad Real;Migas manchegas
Retuerta del Bullaque;Ciudad Real;Migas manchegas
Puerto Lápice;Ciudad Real;Migas manchegas
Cortijos, Los;Ciudad Real;Migas manchegas
Horcajo de los Montes;Ciudad Real;Migas manchegas
Almuradiel;Ciudad Real;Migas manchegas
Guadalmez;Ciudad Real;Migas manchegas
Llanos del Caudillo;Ciudad Real;Migas manchegas
Granátula de Calatrava;Ciudad Real;Migas manchegas
Puebla del Príncipe;Ciudad Real;Migas manchegas
Valenzuela de Calatrava;Ciudad Real;Migas manchegas
Terrinches;Ciudad Real;Migas manchegas
Mestanza;Ciudad Real;Migas manchegas
Picón;Ciudad Real;Migas manchegas
Villamayor de Calatrava;Ciudad Real;Migas manchegas
Arenales de San Gregorio;Ciudad Real;Migas manchegas
Alcoba;Ciudad Real;Migas manchegas
Labores, Las;Ciudad Real;Migas manchegas
Saceruela;Ciudad Real;Migas manchegas
Ruidera;Ciudad Real;Migas manchegas
Hinojosas de Calatrava;Ciudad Real;Migas manchegas
Santa Cruz de los Cáñamos;Ciudad Real;Migas manchegas
Almedina;Ciudad Real;Migas manchegas
Alamillo;Ciudad Real;Migas manchegas
Cabezarrubias del Puerto;Ciudad Real;Migas manchegas
Alcubillas;Ciudad Real;Migas manchegas
Arroba de los Montes;Ciudad Real;Migas manchegas
Almadenejos;Ciudad Real;Migas manchegas
Ballesteros de Calatrava;Ciudad Real;Migas manchegas
Pozuelos de Calatrava, Los;Ciudad Real;Migas manchegas
Luciana;Ciudad Real;Migas manchegas
Anchuras;Ciudad Real;Migas manchegas
Solana del Pino;Ciudad Real;Migas manchegas
Cabezarados;Ciudad Real;Migas manchegas
Navas de Estena;Ciudad Real;Migas manchegas
Villanueva de San Carlos;Ciudad Real;Migas manchegas
Fontanarejo;Ciudad Real;Migas manchegas
Navalpino;Ciudad Real;Migas manchegas
Fuenllana;Ciudad Real;Migas manchegas
San Lorenzo de Calatrava;Ciudad Real;Migas manchegas
Valdemanco del Esteras;Ciudad Real;Migas manchegas
Caracuel de Calatrava;Ciudad Real;Migas manchegas
Cañada de Calatrava;Ciudad Real;Migas manchegas
Villar del Pozo;Ciudad Real;Migas manchegas
Córdoba;Córdoba;Salmorejo cordobés
Lucena;Córdoba;Salmorejo cordobés
Puente Genil;Córdoba;Salmorejo cordobés
Montilla;Córdoba;Salmorejo cordobés
Priego de Córdoba;Córdoba;Salmorejo cordobés
Palma del Río;Córdoba;Salmorejo cordobés
Cabra;Córdoba;Salmorejo cordobés
Baena;Córdoba;Salmorejo cordobés
Pozoblanco;Córdoba;Salmorejo cordobés
Carlota, La;Córdoba;Salmorejo cordobés
Aguilar de la Frontera;Córdoba;Salmorejo cordobés
Peñarroya-Pueblonuevo;Córdoba;Salmorejo cordobés
Rute;Córdoba;Salmorejo cordobés
Fuente Palmera;Córdoba;Salmorejo cordobés
Fernán-Núñez;Córdoba;Salmorejo cordobés
Montoro;Córdoba;Salmorejo cordobés
Villanueva de Córdoba;Córdoba;Salmorejo cordobés
Almodóvar del Río;Córdoba;Salmorejo cordobés
Castro del Río;Córdoba;Salmorejo cordobés
Rambla, La;Córdoba;Salmorejo cordobés
Bujalance;Córdoba;Salmorejo cordobés
Posadas;Córdoba;Salmorejo cordobés
Villa del Río;Córdoba;Salmorejo cordobés
Hinojosa del Duque;Córdoba;Salmorejo cordobés
Nueva Carteya;Córdoba;Salmorejo cordobés
Benamejí;Córdoba;Salmorejo cordobés
Villafranca de Córdoba;Córdoba;Salmorejo cordobés
Doña Mencía;Córdoba;Salmorejo cordobés
Santaella;Córdoba;Salmorejo cordobés
Fuente Obejuna;Córdoba;Salmorejo cordobés
Hornachuelos;Córdoba;Salmorejo cordobés
Montalbán de Córdoba;Córdoba;Salmorejo cordobés
Carpio, El;Córdoba;Salmorejo cordobés
Iznájar;Córdoba;Salmorejo cordobés
Adamuz;Córdoba;Salmorejo cordobés
Montemayor;Córdoba;Salmorejo cordobés
Moriles;Córdoba;Salmorejo cordobés
Espejo;Córdoba;Salmorejo cordobés
Belalcázar;Córdoba;Salmorejo cordobés
Villaviciosa de Córdoba;Córdoba;Salmorejo cordobés
Luque;Córdoba;Salmorejo cordobés
Cañete de las Torres;Córdoba;Salmorejo cordobés
Belmez;Córdoba;Salmorejo cordobés
Pedro Abad;Córdoba;Salmorejo cordobés
Viso, El;Córdoba;Salmorejo cordobés
Carcabuey;Córdoba;Salmorejo cordobés
Dos Torres;Córdoba;Salmorejo cordobés
Espiel;Córdoba;Salmorejo cordobés
Almedinilla;Córdoba;Salmorejo cordobés
Victoria, La;Córdoba;Salmorejo cordobés
Encinas Reales;Córdoba;Salmorejo cordobés
Obejo;Córdoba;Salmorejo cordobés
Monturque;Córdoba;Salmorejo cordobés
Guadalcázar;Córdoba;Salmorejo cordobés
Añora;Córdoba;Salmorejo cordobés
Pedroche;Córdoba;Salmorejo cordobés
Cardeña;Córdoba;Salmorejo cordobés
Alcaracejos;Córdoba;Salmorejo cordobés
Palenciana;Córdoba;Salmorejo cordobés
Villanueva del Duque;Córdoba;Salmorejo cordobés
Guijarrosa, La;Córdoba;Salmorejo cordobés
Fuente Carreteros;Córdoba;Salmorejo cordobés
Valenzuela;Córdoba;Salmorejo cordobés
Villaralto;Córdoba;Salmorejo cordobés
Torrecampo;Córdoba;Salmorejo cordobés
Villanueva del Rey;Córdoba;Salmorejo cordobés
San Sebastián de los Ballesteros;Córdoba;Salmorejo cordobés
Santa Eufemia;Córdoba;Salmorejo cordobés
Fuente-Tójar;Córdoba;Salmorejo cordobés
Blázquez, Los;Córdoba;Salmorejo cordobés
Zuheros;Córdoba;Salmorejo cordobés
Villaharta;Córdoba;Salmorejo cordobés
Granjuela, La;Córdoba;Salmorejo cordobés
Conquista;Córdoba;Salmorejo cordobés
Valsequillo;Córdoba;Salmorejo cordobés
Guijo, El;Córdoba;Salmorejo cordobés
Fuente la Lancha;Córdoba;Salmorejo cordobés
Coruña, A;Coruña, A;Pulpo a feira
